Nb	Obj	Type	Label	CX (pix)	CY (pix)	CZ (pix)	CX (unit)	CY (unit)	CZ (unit)	Xmin (pix)	Ymin (pix)	Zmin (pix)	Xmax (pix)	Ymax (pix)	Zmax (pix)	VolBounding (pix)	RatioVolbox	Vol (unit)	Vol (pix)	Surf (unit)	Surf (pix)	SurfCorr (pix)	Comp (pix)	Spher (pix)	CompCorr (pix)	SpherCorr (pix)	Comp (unit)	Spher (unit)	CompDiscrete	Feret (unit)	Ell_MajRad	Ell_Elon	Ell_Flatness	volEllipsoid (unit)	RatioVolEllipsoid	Moment1	Moment2	Moment3	Moment4	Moment5	DCMin (unit)	DCMax (unit)	DCMean (unit)	DCSD (unit)	
0	1	0	obj1-val4608	822.5296867695184	160.99064983637214	10.970839177185601	134.89486863020102	26.402466573165032	4.38833567087424	796	136	1	853	182	26	70876.0	0.2414357469383148	184.0977408	17112	352.61443200001645	7288.0	4753.980033333333	0.08555173562645216	0.4406326058246943	0.3082349327844614	0.6755030052515926	0.08742769757551816	0.4438300465385794	0.9665236664297309	11.546032905578613	4.570195171682416	1.1336532998113136	1.4496473133325973	214.61988684065963	0.8577850986226631	834.1837208872672	216572.65068509761	1.6865905851145525E7	3.21306719935348	0.029055244922785568	1.6856234908364247	6.774378137881741	3.644486125060721	0.6959282934085298	
1	2	0	obj2-val5120	662.5497545008184	153.87234042553192	12.133387888707038	108.65815973813422	25.235063829787237	4.853355155482816	640	120	3	684	177	24	57420.0	0.21281783350748867	131.46764800000003	12220	291.8976959999913	6294.0	4188.5491	0.06773522371776701	0.4076354195241832	0.2298285371930993	0.6125402775173433	0.07859558648076057	0.42835096984092336	0.9556468250220419	10.057372093200684	5.23476968792623	1.6979640921264199	1.1293301705361936	184.5454707294153	0.7123862074770766	824.6562750481936	185066.63125675934	1.247028934046594E7	3.674665537261859	0.022236049198648005	0.9186821148070536	5.718913812431849	3.322486337603435	0.938309209018986	
2	3	0	obj3-val5632	840.7210490072306	88.66997589808332	12.70354642488236	137.87825203718583	14.541876047285665	5.081418569952945	811	68	1	870	117	26	78000.0	0.2234102564102564	187.47587840000003	17426	395.6900160000307	8242.0	5374.297333333333	0.0613408743765085	0.3943819755774599	0.221249716286486	0.6048219919226349	0.06416199966864984	0.40033758143309217	0.9581279381625075	11.450706481933594	4.897686939658945	1.107864654075885	1.5178187364387574	264.1607749020244	0.7097036964308333	966.9560178588945	289639.29399753915	2.5550912127748217E7	3.228166757240731	0.028260916809131696	1.1041416552119379	6.390090991127149	3.6488420982137897	0.9841109635849011	
3	4	0	obj4-val5888	814.3106007421522	113.16237087553907	14.042523317621102	133.54693852171297	18.558628823588407	5.617009327048441	792	89	4	832	138	26	47150.0	0.21147401908801697	107.27200640000001	9971	239.02147199998043	4990.0	3218.5022	0.09049574696217934	0.4489621586621793	0.33726274853894633	0.6960751425419719	0.0953047246341057	0.4567779705106194	0.9612520290731361	9.335003852844238	4.093426156144084	1.2589862976710653	1.4429633948134364	125.61807909168319	0.8539535644523495	602.4072050611022	109166.50659491013	5777953.530112732	3.324228758699225	0.026430390024183913	1.648385664063623	4.876878391777623	3.0170552621772218	0.6331088055542882	
4	5	0	obj5-val6144	686.5442716597905	140.2219930180895	11.224849254205015	112.59326055220565	22.99640685496668	4.489939701682006	671	116	5	706	159	17	20592.0	0.30604118104118105	67.79943680000001	6302	162.33375999999356	3572.0	2425.8140666666673	0.09855412818179503	0.46191132357678444	0.31465645166622347	0.6801617634663032	0.12152846209814794	0.49532810710568614	0.9573629461576032	8.227498054504395	3.938364292551821	1.7340994772099856	1.1315291279608983	75.20080524770114	0.901578601142341	459.1263512101029	56425.079653781904	2070688.3048743326	3.7358743251924507	0.021395284813753607	1.4376581516311433	4.889289863474645	2.54143141874868	0.6463477250965356	
5	6	0	obj6-val6400	877.7460482761186	194.56852754119092	11.763156915981702	143.95035191728346	31.909238516755313	4.705262766392681	846	167	0	913	223	30	120156.0	0.22376743566696627	289.2611008	26887	480.28121600007296	10328.0	6943.708600000001	0.07421443407077113	0.42023914401883766	0.24420952957607286	0.6250587930408141	0.08541726038954793	0.4404016142580605	0.9683008218146633	12.27039623260498	5.692582352497085	1.2248005184554733	1.229881303440351	418.8153898074471	0.6906649274110713	1269.4878205970342	508469.0936788273	6.4226611869168185E7	3.1695128507892534	0.03139275253007711	2.0277769973009074	7.874099284688337	4.29733304246825	1.0621559113693693	
6	7	0	obj7-val6656	585.2102897102897	122.44055944055944	14.797202797202797	95.97448751248751	20.080251748251747	5.918881118881119	574	112	8	596	132	22	7245.0	0.2763285024154589	21.538316800000004	2002	77.36995200000105	1570.0	992.0581999999999	0.11713361924748467	0.4892837939233144	0.46426833733137507	0.7743245379733591	0.11328147947086827	0.4838602580551561	0.9442147820624781	6.223303318023682	2.916531953104132	1.9703840260274035	1.0615339692333265	25.21466209129124	0.8541981138600708	235.0053502329856	13628.432119653618	232796.28926375922	4.052374781871231	0.01793671073300377	0.8840560363563481	3.249819752243416	1.8678593314403946	0.48628881091677373	
7	8	0	obj8-val6912	734.6612119662491	151.2422227904202	17.477712435012357	120.48443876246486	24.803724537628913	6.991084974004943	710	133	9	756	170	30	39292.0	0.29861040415351725	126.2283072	11733	247.58883199997913	5156.0	3293.4338	0.11358782633010886	0.48429603244876906	0.43583660201705077	0.7581839151619111	0.11873335413687859	0.4915011677197693	0.9694214523273367	9.155290603637695	4.153792593570073	1.2083045456916857	1.43847721267972	142.94441965924779	0.8830586566506352	646.6211093674333	127848.74666849228	7481766.67405495	3.270418130603493	0.027672890536755923	1.1024231712966863	5.168476854735282	3.1597750004122918	0.6322490214971729	
8	9	0	obj9-val7168	778.9923364485982	165.4818691588785	15.986355140186916	127.7547431775701	27.139026542056076	6.394542056074767	761	150	7	795	182	26	23100.0	0.23160173160173161	57.557440000000014	5350	156.90207999999586	3206.0	2037.9947666666667	0.09823570888804048	0.46141332306968247	0.3824289350783917	0.725855627198763	0.09699943610926377	0.45946955619384544	0.9547113950584865	7.79738712310791	3.6901593688224557	1.650243128792533	1.1354877743231049	68.0684133102817	0.8455822194301977	418.19880500931276	48484.13466126477	1696527.8877365203	3.6071643174224075	0.023195975455145113	0.8710656569999732	4.209739645302864	2.56423609615054	0.604529221938056	
9	10	0	obj10-val7424	805.3086470676466	188.45488975551223	13.849482525873706	132.07061811909404	30.906601919904006	5.539793010349483	775	163	1	832	209	29	79054.0	0.337339034077972	286.90501120000005	26668	441.98000000005294	9068.0	5981.912666666667	0.1078695164731563	0.47602880489835875	0.37576217560247327	0.7216130089521156	0.10782532814364698	0.4759637949669683	0.975995465338276	12.257165908813477	5.006482211718152	1.089919750085134	1.3683807459587334	323.36322005644473	0.8872530745763828	1067.6860752382925	362548.255828219	3.828696932990577E7	3.144280897596916	0.03145721381913457	2.224329248837167	6.893520556695225	4.208915573923601	0.6832655555440195	
10	11	0	obj11-val7936	793.701272470208	141.3543728539689	13.727933750757423	130.16700868511413	23.1821171480509	5.49117350030297	766	111	4	818	168	27	73776.0	0.2684341791368467	213.05935360000004	19804	366.3930560000212	7878.0	5230.405833333334	0.09072151192293205	0.44933519884494133	0.30999311343848907	0.676784933608442	0.10437869940082121	0.4708374014357439	0.9695357105016219	10.238688468933105	4.617287303064133	1.1342346040093267	1.3263914308868263	241.64164898364785	0.8817161879838769	879.5082479147118	245443.71692780682	2.138027712175139E7	3.151576939235843	0.03142632375679927	1.942661942546044	5.606735085537872	3.727457892452804	0.6240785350813941	
11	12	0	obj12-val8192	642.3893706008365	117.77302866469448	17.74303784555748	105.3518567785372	19.314776701009894	7.097215138222992	624	101	9	662	138	31	34086.0	0.287596080502259	105.46459520000002	9803	212.11497599998657	4358.0	2850.7299333333335	0.13131329558442761	0.5082802024516779	0.4691396622936277	0.7770233151113035	0.13181103100364047	0.5089215942983778	0.971290334657879	9.423274993896484	4.340125669216282	1.5921781164976079	1.1354475706223945	118.97209684082442	0.8864649611169213	595.4557912378013	100691.4371820511	5182746.660358248	3.5213282205673	0.024547734085784315	1.7159256322571834	5.591079771829027	3.066773039932361	0.682096932633153	
12	13	0	obj13-val8448	776.1008796556242	216.01079293780023	17.534219227649885	127.28054426352237	35.42577004179924	7.013687691059954	750	191	8	799	244	30	62100.0	0.2581159420289855	172.44639360000005	16029	316.75222400000143	6772.0	4472.0818	0.09356520704559355	0.4539818294248427	0.32488975381789376	0.6874566831589242	0.1058282434052033	0.47300694891380035	0.9679769697133253	9.59921646118164	4.389505754970284	1.2566573396484835	1.1585223906576525	193.64098374506855	0.8905469816608063	754.0031451072412	180107.36692727788	1.372980310460498E7	3.1565657337112896	0.0320291074898005	1.7332862758552705	5.377372177053661	3.4213140515115468	0.5747175287324555	
13	14	0	obj14-val8704	634.3539797112759	43.8024775653531	14.983125243854857	104.03405267264925	7.183606320717909	5.993250097541943	614	25	7	660	58	24	28764.0	0.3564177444027256	110.29511680000002	10252	219.73769599998323	4722.0	3136.3429333333333	0.11289939645668136	0.48331564757225026	0.3852999379374712	0.7276675022407184	0.12967350321437213	0.5061555970619857	0.9677839263583626	8.39433765411377	3.9807602071981734	1.29407056963995	1.290134798461288	122.3025831592381	0.9018216455526181	576.1893402828964	101548.40562192618	5476978.150179484	3.269319235711916	0.02863158233517713	1.5487031214619416	4.442314985699193	2.9698577386904694	0.5469998556487844	
14	15	0	obj15-val8960	651.4498580889309	79.0011825922422	19.128429517502365	106.83777672658468	12.95619394512772	7.651371807000946	638	68	11	666	91	29	13224.0	0.3197217180883243	45.486515200000014	4228	116.05820800000112	2358.0	1497.5648999999999	0.15420232733452813	0.5362458120295638	0.6019568671093738	0.8443486067256337	0.14968908163960884	0.5309622556065395	0.9668402470973156	7.5286970138549805	3.3628091894966405	1.635404176105799	1.1913092303592687	49.9943070406546	0.9098338969477281	344.21310713453965	32520.916438617493	915189.1333033663	3.643275654511381	0.02244029924263641	1.3337446879700061	4.052181024044781	2.3118637083488855	0.5212680260283822	
15	16	0	obj16-val9216	676.8833449565714	99.32631712419958	19.444176757750586	111.0088685728777	16.289516008368732	7.777670703100235	654	77	8	704	124	34	66096.0	0.23863773904623578	169.6922432	15773	337.0226240000092	7022.0	4574.9196	0.08126405786149796	0.43314489305945825	0.2938533063746674	0.6648293653629245	0.08507445744484925	0.43981167403354016	0.964250479225571	11.540207862854004	5.190545985416706	1.4817554014907308	1.3367224812428677	199.58754067960143	0.8502146107026167	856.6319148722814	207315.72234538305	1.4586013198669977E7	3.5396169150896717	0.023203518811721335	1.9546372927184286	6.574578420129696	3.6122336108863125	0.8442331630546388	
16	17	0	obj17-val9472	943.1832369769044	183.6356378995297	17.163331635862566	154.68205086421233	30.116244615522874	6.865332654345027	910	149	3	978	221	35	166221.0	0.4016700657558311	718.2953344000001	66766	678.7185920000343	14802.0	9946.552466666668	0.15545399594609063	0.5376928145415925	0.5123247729259751	0.8001691168124725	0.18663333938112175	0.5714742310669356	0.9873890817889623	14.266073226928711	5.864993999691692	1.0550021685624211	1.030249077283697	736.9573686151017	0.9746769148259261	1755.278752485874	1024507.5845359736	1.9886322573254696E8	3.007301795939201	0.03677191033712834	4.51466802968253	7.795032850872598	5.477799941947578	0.3907468094499297	
17	18	0	obj18-val9728	846.1374919614148	179.11854233654876	18.281329046087887	138.76654868167202	29.375440943193997	7.312531618435155	826	149	4	869	205	31	70224.0	0.3321514012303486	250.93968000000007	23325	398.11459200004003	8312.0	5417.4875	0.10714676781134966	0.4749632579223949	0.38699194408960047	0.728731106545457	0.11286694375273687	0.4832693338111102	0.9747219529534226	11.4238862991333	5.102917453254991	1.1050686008576158	1.5866177053176684	287.27209569861697	0.8735261229940899	1037.9586035169941	330543.6665630076	3.0217368017904736E7	3.259351703263038	0.027021940582369612	1.703116581383494	6.353936421762371	4.05515169399607	0.8338697031048886	
